code,cprompt,crawresp,task_id,text,model,error,prompt
"def filter_odd_numbers(numbers):
    return [num for num in numbers if num % 2 == 0]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to filter odd numbers.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def filter_odd_numbers(numbers):\\n    return [num for num in numbers if num % 2 == 0]\"" }""
  }
]","{""code"": ""def filter_odd_numbers(numbers):\n    return [num for num in numbers if num % 2 == 0]"" }",426,Write a function to filter odd numbers.,Llama-3.3-70B-Instruct,,
"from datetime import datetime

def convert_date_format(date_str):
    try:
        date_obj = datetime.strptime(date_str, '%Y-%m-%d')
        return date_obj.strftime('%d-%m-%Y')
    except ValueError:
        return None","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""from datetime import datetime\\n\\ndef convert_date_format(date_str):\\n    try:\\n        date_obj = datetime.strptime(date_str, '%Y-%m-%d')\\n        return date_obj.strftime('%d-%m-%Y')\\n    except ValueError:\\n        return None\""\n}""
  }
]","{
    ""code"": ""from datetime import datetime\n\ndef convert_date_format(date_str):\n    try:\n        date_obj = datetime.strptime(date_str, '%Y-%m-%d')\n        return date_obj.strftime('%d-%m-%Y')\n    except ValueError:\n        return None""
}",427,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,Llama-3.3-70B-Instruct,,
"def shell_sort(array):
    n = len(array)
    gap = n // 2
    while gap > 0:
        for i in range(gap, n):
            temp = array[i]
            j = i
            while j >= gap and array[j - gap] > temp:
                array[j] = array[j - gap]
                j -= gap
            array[j] = temp
        gap //= 2
    return array","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to sort the given array by using shell sort.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def shell_sort(array):\\n    n = len(array)\\n    gap = n // 2\\n    while gap > 0:\\n        for i in range(gap, n):\\n            temp = array[i]\\n            j = i\\n            while j >= gap and array[j - gap] > temp:\\n                array[j] = array[j - gap]\\n                j -= gap\\n            array[j] = temp\\n        gap //= 2\\n    return array\""\n}""
  }
]","{
    ""code"": ""def shell_sort(array):\n    n = len(array)\n    gap = n // 2\n    while gap > 0:\n        for i in range(gap, n):\n            temp = array[i]\n            j = i\n            while j >= gap and array[j - gap] > temp:\n                array[j] = array[j - gap]\n                j -= gap\n            array[j] = temp\n        gap //= 2\n    return array""
}",428,Write a function to sort the given array by using shell sort.,Llama-3.3-70B-Instruct,,
"def extract_elements(tuple1, tuple2):
    result = {}
    result['elementwise'] = list(zip(tuple1, tuple2))
    result['tuples'] = list(zip(tuple1, tuple2))
    return result","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to extract the elementwise and tuples from the given two tuples.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def extract_elements(tuple1, tuple2):\\n    result = {}\\n    result['elementwise'] = list(zip(tuple1, tuple2))\\n    result['tuples'] = list(zip(tuple1, tuple2))\\n    return result\""\n}""
  }
]","{
    ""code"": ""def extract_elements(tuple1, tuple2):\n    result = {}\n    result['elementwise'] = list(zip(tuple1, tuple2))\n    result['tuples'] = list(zip(tuple1, tuple2))\n    return result""
}",429,Write a function to extract the elementwise and tuples from the given two tuples.,Llama-3.3-70B-Instruct,,
"import math

def find_directrix(a, k, h=0, v='y'):
    if v == 'y':
        return {'equation': f'y = {k - 1 / (4 * a)}'}
    elif v == 'x':
        return {'equation': f'x = {h - 1 / (4 * a)}'}
    else:
        raise ValueError('Invalid value for v. It should be either ","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the directrix of a parabola.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""import math\\n\\ndef find_directrix(a, k, h=0, v='y'):\\n    if v == 'y':\\n        return {'equation': f'y = {k - 1 / (4 * a)}'}\\n    elif v == 'x':\\n        return {'equation': f'x = {h - 1 / (4 * a)}'}\\n    else:\\n        raise ValueError('Invalid value for v. It should be either \""    \r\n        }""
  }
]","{
    ""code"": ""import math\n\ndef find_directrix(a, k, h=0, v='y'):\n    if v == 'y':\n        return {'equation': f'y = {k - 1 / (4 * a)}'}\n    elif v == 'x':\n        return {'equation': f'x = {h - 1 / (4 * a)}'}\n    else:\n        raise ValueError('Invalid value for v. It should be either ""    
        }",430,Write a function to find the directrix of a parabola.,Llama-3.3-70B-Instruct,,
"def has_common_element(list1, list2):
    return len(set(list1) & set(list2)) > 0","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function that takes two lists and returns true if they have at least one common element.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def has_common_element(list1, list2):\\n    return len(set(list1) & set(list2)) > 0\""\n}""
  }
]","{
    ""code"": ""def has_common_element(list1, list2):\n    return len(set(list1) & set(list2)) > 0""
}",431,Write a function that takes two lists and returns true if they have at least one common element.,Llama-3.3-70B-Instruct,,
"def find_median_length(a, b, h):
    if not (isinstance(a, (int, float)) and isinstance(b, (int, float)) and isinstance(h, (int, float))):
        raise TypeError('All inputs must be numbers')
    if a <= 0 or b <= 0 or h <= 0:
        raise ValueError('All inputs must be positive')
    return (a + b) / 2","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the median length of a trapezium.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def find_median_length(a, b, h):\\n    if not (isinstance(a, (int, float)) and isinstance(b, (int, float)) and isinstance(h, (int, float))):\\n        raise TypeError('All inputs must be numbers')\\n    if a <= 0 or b <= 0 or h <= 0:\\n        raise ValueError('All inputs must be positive')\\n    return (a + b) / 2\""\n}""
  }
]","{
    ""code"": ""def find_median_length(a, b, h):\n    if not (isinstance(a, (int, float)) and isinstance(b, (int, float)) and isinstance(h, (int, float))):\n        raise TypeError('All inputs must be numbers')\n    if a <= 0 or b <= 0 or h <= 0:\n        raise ValueError('All inputs must be positive')\n    return (a + b) / 2""
}",432,Write a function to find the median length of a trapezium.,Llama-3.3-70B-Instruct,,
"def check_number(num, arr):
    if not isinstance(num, (int, float)):
        raise TypeError('Input number must be a numeric type')
    if not isinstance(arr, list):
        raise TypeError('Input array must be a list')
    if not all(isinstance(x, (int, float)) for x in arr):
        raise TypeError('All elements in the array must be numeric')
    return all(num > x for x in arr)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to check whether the entered number is greater than the elements of the given array.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def check_number(num, arr):\\n    if not isinstance(num, (int, float)):\\n        raise TypeError('Input number must be a numeric type')\\n    if not isinstance(arr, list):\\n        raise TypeError('Input array must be a list')\\n    if not all(isinstance(x, (int, float)) for x in arr):\\n        raise TypeError('All elements in the array must be numeric')\\n    return all(num > x for x in arr)\""\n}""
  }
]","{
    ""code"": ""def check_number(num, arr):\n    if not isinstance(num, (int, float)):\n        raise TypeError('Input number must be a numeric type')\n    if not isinstance(arr, list):\n        raise TypeError('Input array must be a list')\n    if not all(isinstance(x, (int, float)) for x in arr):\n        raise TypeError('All elements in the array must be numeric')\n    return all(num > x for x in arr)""
}",433,Write a function to check whether the entered number is greater than the elements of the given array.,Llama-3.3-70B-Instruct,,
"import re

def match_a_followed_by_bs(input_string):
    pattern = re.compile('ab+')
    return bool(pattern.search(input_string))","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function that matches a string that has an a followed by one or more b's.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""import re\\n\\ndef match_a_followed_by_bs(input_string):\\n    pattern = re.compile('ab+')\\n    return bool(pattern.search(input_string))\""\n}""
  }
]","{
    ""code"": ""import re\n\ndef match_a_followed_by_bs(input_string):\n    pattern = re.compile('ab+')\n    return bool(pattern.search(input_string))""
}",434,Write a function that matches a string that has an a followed by one or more b's.,Llama-3.3-70B-Instruct,,
"def find_last_digit(n: int) -> int:
    if not isinstance(n, int):
        raise TypeError('Input must be an integer.')
    return abs(n) % 10","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find the last digit of a given number.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def find_last_digit(n: int) -> int:\\n    if not isinstance(n, int):\\n        raise TypeError('Input must be an integer.')\\n    return abs(n) % 10\""\n}""
  }
]","{
    ""code"": ""def find_last_digit(n: int) -> int:\n    if not isinstance(n, int):\n        raise TypeError('Input must be an integer.')\n    return abs(n) % 10""
}",435,Write a python function to find the last digit of a given number.,Llama-3.3-70B-Instruct,,
"def get_negative_numbers(num_list):
    return [num for num in num_list if isinstance(num, (int, float)) and num < 0]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to return the negative numbers in a list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def get_negative_numbers(num_list):\\n    return [num for num in num_list if isinstance(num, (int, float)) and num < 0]\""\n}""
  }
]","{
    ""code"": ""def get_negative_numbers(num_list):\n    return [num for num in num_list if isinstance(num, (int, float)) and num < 0]""
}",436,Write a python function to return the negative numbers in a list.,Llama-3.3-70B-Instruct,,
"def remove_odd_characters(input_string):
    return ''.join([char for index, char in enumerate(input_string) if index % 2 == 0])","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to remove odd characters in a string.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def remove_odd_characters(input_string):\\n    return ''.join([char for index, char in enumerate(input_string) if index % 2 == 0])\""\n}""
  }
]","{
    ""code"": ""def remove_odd_characters(input_string):\n    return ''.join([char for index, char in enumerate(input_string) if index % 2 == 0])""
}",437,Write a function to remove odd characters in a string.,Llama-3.3-70B-Instruct,,
"def count_bidirectional_tuple_pairs(pairs):
    pair_counts = {}
    for pair in pairs:
        sorted_pair = tuple(sorted(pair))
        if sorted_pair in pair_counts:
            pair_counts[sorted_pair] += 1
        else:
            pair_counts[sorted_pair] = 1
    return pair_counts","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to count bidirectional tuple pairs.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def count_bidirectional_tuple_pairs(pairs):\\n    pair_counts = {}\\n    for pair in pairs:\\n        sorted_pair = tuple(sorted(pair))\\n        if sorted_pair in pair_counts:\\n            pair_counts[sorted_pair] += 1\\n        else:\\n            pair_counts[sorted_pair] = 1\\n    return pair_counts\""\n}""
  }
]","{
    ""code"": ""def count_bidirectional_tuple_pairs(pairs):\n    pair_counts = {}\n    for pair in pairs:\n        sorted_pair = tuple(sorted(pair))\n        if sorted_pair in pair_counts:\n            pair_counts[sorted_pair] += 1\n        else:\n            pair_counts[sorted_pair] = 1\n    return pair_counts""
}",438,Write a function to count bidirectional tuple pairs.,Llama-3.3-70B-Instruct,,
"def join_integers(integers):
    result = 0
    for integer in integers:
        result = result * 10 + integer
    return result","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to join a list of multiple integers into a single integer.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def join_integers(integers):\\n    result = 0\\n    for integer in integers:\\n        result = result * 10 + integer\\n    return result\""\n}""
  }
]","{
    ""code"": ""def join_integers(integers):\n    result = 0\n    for integer in integers:\n        result = result * 10 + integer\n    return result""
}",439,Write a function to join a list of multiple integers into a single integer.,Llama-3.3-70B-Instruct,,
,"[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the first adverb and their positions in a given sentence.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""\nimport re\nimport json\n\ndef find_adverb(sentence):\n    adverbs = []\n    matches = re.finditer(r'\\\\b(\\\\w+ly)\\\\b', sentence)\n    for match in matches:\n        adverb = match.group(0)\n        start = match.start()\n        end = match.end()\n        adverbs.append({\n            'adverb': adverb,\n            'start': start,\n            'end': end\n        })\n    return json.dumps(adverbs) if adverbs else json.dumps([])\n\ndef find_adverb_position(sentence):\n    words = sentence.split()\n    adverb_positions = []\n    for i, word in enumerate(words):\n        if word.endswith('ly'):\n            adverb_positions.append({\n                'adverb': word,\n                'position': i\n            })\n    return json.dumps(adverb_positions) if adverb_positions else json.dumps([])\n\""\n}""
  }
]","{
    ""code"": ""
import re
import json

def find_adverb(sentence):
    adverbs = []
    matches = re.finditer(r'\\b(\\w+ly)\\b', sentence)
    for match in matches:
        adverb = match.group(0)
        start = match.start()
        end = match.end()
        adverbs.append({
            'adverb': adverb,
            'start': start,
            'end': end
        })
    return json.dumps(adverbs) if adverbs else json.dumps([])

def find_adverb_position(sentence):
    words = sentence.split()
    adverb_positions = []
    for i, word in enumerate(words):
        if word.endswith('ly'):
            adverb_positions.append({
                'adverb': word,
                'position': i
            })
    return json.dumps(adverb_positions) if adverb_positions else json.dumps([])
""
}",440,,Llama-3.3-70B-Instruct,ERROR PROCESSING LLM OUTPUT: Invalid JSON FORMAT,Write a function to find the first adverb and their positions in a given sentence.
"def calculate_cube_surface_area(size):
    if not isinstance(size, (int, float)) or size <= 0:
        raise ValueError('Size must be a positive number')
    return 6 * (size ** 2)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the surface area of a cube of a given size.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def calculate_cube_surface_area(size):\\n    if not isinstance(size, (int, float)) or size <= 0:\\n        raise ValueError('Size must be a positive number')\\n    return 6 * (size ** 2)\""\n}""
  }
]","{
    ""code"": ""def calculate_cube_surface_area(size):\n    if not isinstance(size, (int, float)) or size <= 0:\n        raise ValueError('Size must be a positive number')\n    return 6 * (size ** 2)""
}",441,Write a function to find the surface area of a cube of a given size.,Llama-3.3-70B-Instruct,,
"def find_positive_ratio(array):
    if not array:
        return 0
    positive_count = sum(1 for num in array if num > 0)
    return positive_count / len(array)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the ration of positive numbers in an array of integers.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def find_positive_ratio(array):\\n    if not array:\\n        return 0\\n    positive_count = sum(1 for num in array if num > 0)\\n    return positive_count / len(array)\""\n}""
  }
]","{
    ""code"": ""def find_positive_ratio(array):\n    if not array:\n        return 0\n    positive_count = sum(1 for num in array if num > 0)\n    return positive_count / len(array)""
}",442,Write a function to find the ration of positive numbers in an array of integers.,Llama-3.3-70B-Instruct,,
"def find_largest_negative_number(numbers):
    negative_numbers = [num for num in numbers if num < 0]
    if not negative_numbers:
        return None
    return max(negative_numbers)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find the largest negative number from the given list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def find_largest_negative_number(numbers):\\n    negative_numbers = [num for num in numbers if num < 0]\\n    if not negative_numbers:\\n        return None\\n    return max(negative_numbers)\""\n}""
  }
]","{
    ""code"": ""def find_largest_negative_number(numbers):\n    negative_numbers = [num for num in numbers if num < 0]\n    if not negative_numbers:\n        return None\n    return max(negative_numbers)""
}",443,Write a python function to find the largest negative number from the given list.,Llama-3.3-70B-Instruct,,
"def trim_tuples(tuples_list, k):
    if not tuples_list or k < 0:
        return tuples_list
    return [tuple(sorted(set(t))[:k]) for t in tuples_list]","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to trim each tuple by k in the given tuple list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""def trim_tuples(tuples_list, k):\\n    if not tuples_list or k < 0:\\n        return tuples_list\\n    return [tuple(sorted(set(t))[:k]) for t in tuples_list]\""\n}""
  }
]","{
    ""code"": ""def trim_tuples(tuples_list, k):\n    if not tuples_list or k < 0:\n        return tuples_list\n    return [tuple(sorted(set(t))[:k]) for t in tuples_list]""
}",444,Write a function to trim each tuple by k in the given tuple list.,Llama-3.3-70B-Instruct,,
